Study_area,term,term_type,frac,ax1,ax2,tier
Northern Piedmont and Tista Fan (Bengal Basin),c20_treatment x geocenter,interaction,-3.55464406536683e-16,c20_treatment,geocenter,tier2
Northern Piedmont and Tista Fan (Bengal Basin),c30_treatment x geocenter,interaction,-4.12913199512309e-16,c30_treatment,geocenter,tier2
Northern Piedmont and Tista Fan (Bengal Basin),higher-order,residual,0.00270569219874005,,,tier2
Northern Pitted Karst Plain (Yucatan Peninsula),centre,main,0.00943952867275321,centre,,tier2
Northern Pitted Karst Plain (Yucatan Peninsula),truncation,main,0.00078740449236483,truncation,,tier2
Northern Pitted Karst Plain (Yucatan Peninsula),filter,main,0.207189329491881,filter,,tier2
Northern Pitted Karst Plain (Yucatan Peninsula),gia_model,main,0.537163630376946,gia_model,,tier2
Northern Pitted Karst Plain (Yucatan Peninsula),c20_treatment,main,0.00590897220004974,c20_treatment,,tier2
Northern Pitted Karst Plain (Yucatan Peninsula),c30_treatment,main,5.6395559847937e-05,c30_treatment,,tier2
Northern Pitted Karst Plain (Yucatan Peninsula),geocenter,main,0.162003519521131,geocenter,,tier2
Northern Pitted Karst Plain (Yucatan Peninsula),centre x truncation,interaction,0.00393493211986052,centre,truncation,tier2
Northern Pitted Karst Plain (Yucatan Peninsula),centre x filter,interaction,0.0546522336436246,centre,filter,tier2
Northern Pitted Karst Plain (Yucatan Peninsula),centre x gia_model,interaction,5.15297911959356e-12,centre,gia_model,tier2
Northern Pitted Karst Plain (Yucatan Peninsula),centre x c20_treatment,interaction,0.00192547389074361,centre,c20_treatment,tier2
Northern Pitted Karst Plain (Yucatan Peninsula),centre x c30_treatment,interaction,3.30104366820316e-06,centre,c30_treatment,tier2
Northern Pitted Karst Plain (Yucatan Peninsula),centre x geocenter,interaction,2.47131463460181e-06,centre,geocenter,tier2
Northern Pitted Karst Plain (Yucatan Peninsula),truncation x filter,interaction,0.0082537158902971,truncation,filter,tier2
Northern Pitted Karst Plain (Yucatan Peninsula),truncation x gia_model,interaction,1.06944319442668e-13,truncation,gia_model,tier2
Northern Pitted Karst Plain (Yucatan Peninsula),truncation x c20_treatment,interaction,1.4375349731121e-05,truncation,c20_treatment,tier2
Northern Pitted Karst Plain (Yucatan Peninsula),truncation x c30_treatment,interaction,9.99978330829073e-08,truncation,c30_treatment,tier2
Northern Pitted Karst Plain (Yucatan Peninsula),truncation x geocenter,interaction,1.6517225558182e-06,truncation,geocenter,tier2
Northern Pitted Karst Plain (Yucatan Peninsula),filter x gia_model,interaction,6.14118323296699e-16,filter,gia_model,tier2
Northern Pitted Karst Plain (Yucatan Peninsula),filter x c20_treatment,interaction,1.61310308109431e-07,filter,c20_treatment,tier2
Northern Pitted Karst Plain (Yucatan Peninsula),filter x c30_treatment,interaction,6.1284206123285e-09,filter,c30_treatment,tier2
Northern Pitted Karst Plain (Yucatan Peninsula),filter x geocenter,interaction,4.93415876644656e-07,filter,geocenter,tier2
Northern Pitted Karst Plain (Yucatan Peninsula),gia_model x c20_treatment,interaction,3.42699957196819e-16,gia_model,c20_treatment,tier2
Northern Pitted Karst Plain (Yucatan Peninsula),gia_model x c30_treatment,interaction,2.05684230560066e-16,gia_model,c30_treatment,tier2
Northern Pitted Karst Plain (Yucatan Peninsula),gia_model x geocenter,interaction,5.92185526036103e-16,gia_model,geocenter,tier2
Northern Pitted Karst Plain (Yucatan Peninsula),c20_treatment x c30_treatment,interaction,-1.6100472364053e-16,c20_treatment,c30_treatment,tier2
Northern Pitted Karst Plain (Yucatan Peninsula),c20_treatment x geocenter,interaction,3.28991958908946e-16,c20_treatment,geocenter,tier2
Northern Pitted Karst Plain (Yucatan Peninsula),c30_treatment x geocenter,interaction,5.26387134254314e-16,c30_treatment,geocenter,tier2
Northern Pitted Karst Plain (Yucatan Peninsula),higher-order,residual,0.00866230385220922,,,tier2
Northern Riverine Plains (Murray Basin),centre,main,0.00437757651869745,centre,,tier2
Northern Riverine Plains (Murray Basin),truncation,main,0.00521531374406101,truncation,,tier2
Northern Riverine Plains (Murray Basin),filter,main,0.426990002081995,filter,,tier2
Northern Riverine Plains (Murray Basin),gia_model,main,0.0298492746308118,gia_model,,tier2
Northern Riverine Plains (Murray Basin),c20_treatment,main,0.000189444456054577,c20_treatment,,tier2
Northern Riverine Plains (Murray Basin),c30_treatment,main,8.26094928827603e-05,c30_treatment,,tier2
Northern Riverine Plains (Murray Basin),geocenter,main,0.487324759365837,geocenter,,tier2
Northern Riverine Plains (Murray Basin),centre x truncation,interaction,0.00786951154786495,centre,truncation,tier2
Northern Riverine Plains (Murray Basin),centre x filter,interaction,0.0220129483360106,centre,filter,tier2
Northern Riverine Plains (Murray Basin),centre x gia_model,interaction,2.86470599307808e-13,centre,gia_model,tier2
Northern Riverine Plains (Murray Basin),centre x c20_treatment,interaction,6.17316078419433e-05,centre,c20_treatment,tier2
Northern Riverine Plains (Murray Basin),centre x c30_treatment,interaction,4.83544233204787e-06,centre,c30_treatment,tier2
Northern Riverine Plains (Murray Basin),centre x geocenter,interaction,4.26449406590171e-06,centre,geocenter,tier2
Northern Riverine Plains (Murray Basin),truncation x filter,interaction,0.00978697691419684,truncation,filter,tier2
Northern Riverine Plains (Murray Basin),truncation x gia_model,interaction,5.66238274685028e-15,truncation,gia_model,tier2
Northern Riverine Plains (Murray Basin),truncation x c20_treatment,interaction,4.60879646283658e-07,truncation,c20_treatment,tier2
Northern Riverine Plains (Murray Basin),truncation x c30_treatment,interaction,1.46478967276911e-07,truncation,c30_treatment,tier2
Northern Riverine Plains (Murray Basin),truncation x geocenter,interaction,2.94447084033883e-06,truncation,geocenter,tier2
Northern Riverine Plains (Murray Basin),filter x gia_model,interaction,-1.0865088665543e-16,filter,gia_model,tier2
Northern Riverine Plains (Murray Basin),filter x c20_treatment,interaction,5.18655893765765e-09,filter,c20_treatment,tier2
Northern Riverine Plains (Murray Basin),filter x c30_treatment,interaction,8.98101007603459e-09,filter,c30_treatment,tier2
Northern Riverine Plains (Murray Basin),filter x geocenter,interaction,1.4842515070174e-06,filter,geocenter,tier2
Northern Riverine Plains (Murray Basin),gia_model x c20_treatment,interaction,-1.09499721707425e-16,gia_model,c20_treatment,tier2
Northern Riverine Plains (Murray Basin),gia_model x c30_treatment,interaction,-1.5429209445119e-16,gia_model,c30_treatment,tier2
Northern Riverine Plains (Murray Basin),gia_model x geocenter,interaction,1.40410376600863e-15,gia_model,geocenter,tier2
Northern Riverine Plains (Murray Basin),c20_treatment x c30_treatment,interaction,-2.7619786691855e-17,c20_treatment,c30_treatment,tier2
Northern Riverine Plains (Murray Basin),c20_treatment x geocenter,interaction,2.20644877515642e-15,c20_treatment,geocenter,tier2
Northern Riverine Plains (Murray Basin),c30_treatment x geocenter,interaction,2.20644877515642e-15,c30_treatment,geocenter,tier2
Northern Riverine Plains (Murray Basin),higher-order,residual,0.00622570111852071,,,tier2
Northern San Juan Basin,centre,main,0.0103157703648109,centre,,tier2
Northern San Juan Basin,truncation,main,0.00444192486414396,truncation,,tier2
Northern San Juan Basin,filter,main,0.305083396667304,filter,,tier2
Northern San Juan Basin,gia_model,main,0.479511947972468,gia_model,,tier2
Northern San Juan Basin,c20_treatment,main,3.28538087173752e-05,c20_treatment,,tier2
Northern San Juan Basin,c30_treatment,main,1.90462686115246e-05,c30_treatment,,tier2
Northern San Juan Basin,geocenter,main,0.115303498773969,geocenter,,tier2
Northern San Juan Basin,centre x truncation,interaction,0.0103780495664933,centre,truncation,tier2
Northern San Juan Basin,centre x filter,interaction,0.0369525860139809,centre,filter,tier2
Northern San Juan Basin,centre x gia_model,interaction,4.59886242288319e-12,centre,gia_model,tier2
Northern San Juan Basin,centre x c20_treatment,interaction,1.07056077102977e-05,centre,c20_treatment,tier2
Northern San Juan Basin,centre x c30_treatment,interaction,1.11484932000507e-06,centre,c30_treatment,tier2
Northern San Juan Basin,centre x geocenter,interaction,1.01765091251351e-06,centre,geocenter,tier2
Northern San Juan Basin,truncation x filter,interaction,0.0104604299928009,truncation,filter,tier2
Northern San Juan Basin,truncation x gia_model,interaction,9.40843624656295e-14,truncation,gia_model,tier2
Northern San Juan Basin,truncation x c20_treatment,interaction,7.99268025296664e-08,truncation,c20_treatment,tier2
Northern San Juan Basin,truncation x c30_treatment,interaction,3.37718722622162e-08,truncation,c30_treatment,tier2
Northern San Juan Basin,truncation x geocenter,interaction,6.99129523567158e-07,truncation,geocenter,tier2
Northern San Juan Basin,filter x gia_model,interaction,-1.56546360175756e-16,filter,gia_model,tier2
Northern San Juan Basin,filter x c20_treatment,interaction,8.92360218382192e-10,filter,c20_treatment,tier2
Northern San Juan Basin,filter x c30_treatment,interaction,2.07133132544095e-09,filter,c30_treatment,tier2
Northern San Juan Basin,filter x geocenter,interaction,3.51181643722227e-07,filter,geocenter,tier2
Northern San Juan Basin,gia_model x c20_treatment,interaction,-1.76659280596286e-16,gia_model,c20_treatment,tier2
Northern San Juan Basin,gia_model x c30_treatment,interaction,-1.37384145494819e-16,gia_model,c30_treatment,tier2
Northern San Juan Basin,gia_model x geocenter,interaction,1.56546360175756e-16,gia_model,geocenter,tier2
Northern San Juan Basin,c20_treatment x c30_treatment,interaction,2.11209551494451e-17,c20_treatment,c30_treatment,tier2
Northern San Juan Basin,c20_treatment x geocenter,interaction,2.73956130307574e-16,c20_treatment,geocenter,tier2
Northern San Juan Basin,c30_treatment x geocenter,interaction,3.32661015373482e-16,c30_treatment,geocenter,tier2
Northern San Juan Basin,higher-order,residual,0.0274864906205303,,,tier2
Northern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),centre,main,0.0569428270706785,centre,,tier2
Northern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),truncation,main,0.00571998502419592,truncation,,tier2
Northern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),filter,main,0.805050600276629,filter,,tier2
Northern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),gia_model,main,0.0389501815523208,gia_model,,tier2
Northern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),c20_treatment,main,0.00352619323079694,c20_treatment,,tier2
Northern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),c30_treatment,main,4.54637725807916e-05,c30_treatment,,tier2
Northern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),geocenter,main,0.0214816539711854,geocenter,,tier2
Northern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),centre x truncation,interaction,0.00171460035579172,centre,truncation,tier2
Northern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),centre x filter,interaction,0.0394517694120146,centre,filter,tier2
Northern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),centre x gia_model,interaction,3.73440998245262e-13,centre,gia_model,tier2
Northern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),centre x c20_treatment,interaction,0.0011490311189822,centre,c20_treatment,tier2
Northern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),centre x c30_treatment,interaction,2.66116361203135e-06,centre,c30_treatment,tier2
Northern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),centre x geocenter,interaction,1.08411063827858e-07,centre,geocenter,tier2
Northern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),truncation x filter,interaction,0.0165645334407665,truncation,filter,tier2
Northern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),truncation x gia_model,interaction,7.61990427378196e-15,truncation,gia_model,tier2
Northern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),truncation x c20_treatment,interaction,8.57852234307271e-06,truncation,c20_treatment,tier2
Northern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),truncation x c30_treatment,interaction,8.06138631747946e-08,truncation,c30_treatment,tier2
Northern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),truncation x geocenter,interaction,5.48211506578881e-08,truncation,geocenter,tier2
Northern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),filter x gia_model,interaction,4.59821809624773e-16,filter,gia_model,tier2
Northern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),filter x c20_treatment,interaction,9.62709077086834e-08,filter,c20_treatment,tier2
Northern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),filter x c30_treatment,interaction,4.94083856791862e-09,filter,c30_treatment,tier2
Northern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),filter x geocenter,interaction,6.54268721259561e-08,filter,geocenter,tier2
Northern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),gia_model x c20_treatment,interaction,-7.18471577538708e-17,gia_model,c20_treatment,tier2
Northern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),gia_model x c30_treatment,interaction,-3.37184484771235e-17,gia_model,c30_treatment,tier2
Northern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),gia_model x geocenter,interaction,-1.10849900534544e-16,gia_model,geocenter,tier2
Northern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),c20_treatment x c30_treatment,interaction,4.77110031959299e-18,c20_treatment,c30_treatment,tier2
Northern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),c20_treatment x geocenter,interaction,-1.23166556149493e-17,c20_treatment,geocenter,tier2
Northern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),c30_treatment x geocenter,interaction,-2.05277593582488e-17,c30_treatment,geocenter,tier2
Northern Saurashtra Deccan Trap Basalts (Saurashtra Deccan Trap Basalts),higher-order,residual,0.00939151060302555,,,tier2
Northern St. Lawrence Lowlands (St. Lawrence Lowlands),centre,main,0.00881907609247025,centre,,tier2
Northern St. Lawrence Lowlands (St. Lawrence Lowlands),truncation,main,0.013064687090327,truncation,,tier2
Northern St. Lawrence Lowlands (St. Lawrence Lowlands),filter,main,0.10569885877692,filter,,tier2
Northern St. Lawrence Lowlands (St. Lawrence Lowlands),gia_model,main,0.770584862330558,gia_model,,tier2
Northern St. Lawrence Lowlands (St. Lawrence Lowlands),c20_treatment,main,0.000898987839362144,c20_treatment,,tier2
Northern St. Lawrence Lowlands (St. Lawrence Lowlands),c30_treatment,main,1.17821970911302e-06,c30_treatment,,tier2
Northern St. Lawrence Lowlands (St. Lawrence Lowlands),geocenter,main,0.0789491287188704,geocenter,,tier2
Northern St. Lawrence Lowlands (St. Lawrence Lowlands),centre x truncation,interaction,0.000140893359602746,centre,truncation,tier2
Northern St. Lawrence Lowlands (St. Lawrence Lowlands),centre x filter,interaction,0.00155783271603645,centre,filter,tier2
Northern St. Lawrence Lowlands (St. Lawrence Lowlands),centre x gia_model,interaction,7.39031803355439e-12,centre,gia_model,tier2
Northern St. Lawrence Lowlands (St. Lawrence Lowlands),centre x c20_treatment,interaction,0.00029294055281824,centre,c20_treatment,tier2
Northern St. Lawrence Lowlands (St. Lawrence Lowlands),centre x c30_treatment,interaction,6.89656029184941e-08,centre,c30_treatment,tier2
Northern St. Lawrence Lowlands (St. Lawrence Lowlands),centre x geocenter,interaction,6.22766693690787e-07,centre,geocenter,tier2
